Gender,Motor_licence,Bike,Skate,Hsize,Time,Convenience,Cost,Safety,Environment,Health,Weather,Parking,Geodesic_distance,Age_20 και κάτω,Age_21 - 30,Age_31 -40,Age_41 - 50,Age_51 - 60,Income_0 - 500,Income_1000 - 1500,Income_1500 - 2000,Income_2000 και άνω,Income_500 - 1000,Depart_time_06.00 - 09.00,Depart_time_09.00 - 12.00,Depart_time_12.00 - 15.00,Depart_time_15.00 - 18.00,Depart_time_18.00 - 21.00,Mode
1,0,0,0,4,23,5,3,5,3,3,5,5,6.485612062081486,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,3,20,5,3,3,3,3,3,5,1.7669589640122012,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,4,12,4,5,4,4,4,3,5,2.6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,3,23,5,3,5,3,5,3,5,10.016978483241086,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,2,27,4,2,4,2,2,2,3,7.6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,2,48,2,4,2,4,2,2,3,7.016672066366418,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,3,25,5,5,3,3,3,3,3,1.4036794402247228,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1,0,0,5,21,5,1,3,3,1,5,1,5.254562648975884,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,5,30,2,5,2,2,2,4,2,5.8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,4,39,5,5,5,5,5,5,5,28.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,5,11,5,3,5,2,5,5,1,0.627685446769371,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2
0,0,0,0,4,20,5,2,5,3,3,3,5,6.071932461889076,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,1,1,6,4,5,5,5,5,5,1,5.025971482473481,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
1,0,0,0,4,28,5,4,3,2,2,2,4,22.8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,4,42,2,4,3,4,3,2,2,6.676418372746418,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1,1,3,16,3,3,3,3,4,5,3,0.7816168630438881,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
0,0,0,0,6,37,4,2,2,2,2,2,2,6.311015587573096,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,0,5,17,4,4,4,4,4,4,5,3.3085048212507595,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1,0,3,50,3,3,3,3,5,5,3,3.4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1,0,0,0,3,21,3,1,2,3,1,3,1,2.3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
